term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
dismay,10,6,1.282496867501401e-05,16.250685172382816,NN,3,NN,0,dismay,dismay,dismay,0.031642281058993436,40.39878839560449,1,1,0,1,0,1,0,1,1,0,-1
dismissal,3,9,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,dismiss,dismiss,dismiss,0.05650982713546895,19.394658146188217,1,0,1,1,0,1,0,1,1,0,-1
disobedience,1,12,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,disobedi,disobedi,disobedy,0.01817121568724732,8.049848549450562,1,0,1,0,0,1,0,0,0,0,-1
disorder,7,8,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,disord,disord,disord,0.016879340662045463,36.6974553917507,0,0,0,1,0,1,0,0,0,0,-1
disparaging,1,11,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,disparag,disparag,disp,0.1319647303188617,8.049848549450562,1,0,1,0,0,1,0,1,0,0,-1
disparity,2,9,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,dispar,dispar,disp,0.028808676200429234,14.099697098901123,1,0,1,0,0,1,0,1,0,0,-1
dispel,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,dispel,dispel,dispel,0.04304731844625969,8.049848549450562,0,0,0,0,0,1,0,1,0,0,-1
displaced,3,9,3.8474906025042036e-06,17.987650766549024,VBN,1,VB,0,displac,displac,displac,0.04232404771316093,19.394658146188217,1,0,0,1,0,0,0,1,0,0,0
displeased,1,10,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,displeas,displeas,displeas,0.017386281964256074,8.049848549450562,1,0,1,1,0,1,0,1,0,0,-1
displeasure,4,11,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,displeasur,displeasur,displeas,0.024530772611295864,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
disposed,14,8,1.7954956145019616e-05,15.765258345212574,JJ,3,JJ,0,dispos,dispos,dispos,0.016793421721269793,59.39491078350141,0,1,0,0,0,0,1,0,0,1,1
dispute,9,7,1.154247180751261e-05,16.402688265827866,NN,2,NN,0,disput,disput,disput,0.057580434659589314,43.919311932074244,1,0,0,0,0,1,0,0,0,0,-1
disqualified,1,12,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,disqualifi,disqualifi,disqual,0.2118381197223832,8.049848549450562,1,0,1,0,0,1,0,1,0,0,-1
disregarded,2,11,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,disregard,disregard,disregard,0.023380784778542385,14.099697098901123,0,0,1,0,0,1,0,0,0,0,-1
disrespect,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,disrespect,disrespect,disrespect,0.01769197483395728,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
dissension,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,dissens,dissens,dissend,0.025077409811372468,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
dissolution,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,dissolut,dissolut,dissolv,0.02775809844638125,8.049848549450562,1,0,0,1,0,1,0,1,1,0,-1
distaste,8,8,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,distast,distast,distast,0.0460573309928039,40.39878839560449,0,0,1,0,0,1,0,0,0,0,-1
distasteful,7,11,8.977478072509808e-06,16.765258345212576,JJ,2,JJ,0,distast,distast,distast,0.055092326809770546,36.6974553917507,0,0,1,0,0,1,0,0,0,0,-1
distorted,11,9,1.4107465542515412e-05,16.11318164863288,VBD,5,VB,0,distort,distort,distort,0.027496988442641028,47.279204545631984,0,0,1,0,0,1,0,0,0,0,-1
distracted,7,10,8.977478072509808e-06,16.765258345212576,VBN,3,VB,0,distract,distract,distract,0.025872996081657478,36.6974553917507,1,0,0,0,0,1,0,0,0,0,-1
distraught,3,10,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,distraught,distraught,distraught,0.1126236827048794,19.394658146188217,0,0,0,0,0,1,0,1,0,0,-1
distress,8,8,1.0259974940011209e-05,16.572613267270178,NN,4,NN,0,distress,distress,distress,0.02118609563456017,40.39878839560449,1,0,1,1,0,1,0,1,1,0,-1
distressed,6,10,7.694981205008407e-06,16.987650766549024,JJ,3,JJ,0,distress,distress,distress,0.0478375721338282,32.789316292376434,0,0,0,1,0,1,0,0,0,0,-1
distressing,2,11,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,distress,distress,distress,0.03469199214872854,14.099697098901123,1,0,0,1,0,1,0,0,0,0,-1
distrust,6,8,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,distrust,distrust,distrust,0.025958958675275284,32.789316292376434,1,0,1,1,0,1,0,0,0,0,-1
disturbance,4,11,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,disturb,disturb,disturb,0.03459021108694098,24.199394197802246,1,0,0,1,0,1,0,1,1,0,-1
disturbed,28,9,3.590991229003923e-05,14.765258345212574,VBN,6,VB,0,disturb,disturb,disturb,0.02040390318932288,83.15726516950573,1,0,0,0,0,1,0,1,0,0,-1
disused,1,7,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,disus,disus,disus,0.03425467467851303,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
ditty,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,ditti,ditti,ditty,0.011925701554741572,8.049848549450562,0,0,0,0,1,0,1,0,0,0,1
diversion,5,9,6.412484337507005e-06,17.250685172382816,NN,1,NN,0,divers,divers,divert,0.028237577572082458,28.639602272815992,0,0,0,0,0,0,1,0,1,0,1
divorce,14,7,1.7954956145019616e-05,15.765258345212574,NN,1,NN,0,divorc,divorc,divorc,0.05183055085975134,50.49458623894591,1,0,1,1,0,1,0,1,1,1,-1
doctor,79,6,0.00010131725253261069,13.268832519093076,NN,2,NN,0,doctor,doctor,doct,0.0721918678527584,85.14980899189591,0,0,0,0,0,0,1,0,0,1,1
doldrums,12,8,1.5389962410016814e-05,15.987650766549022,NNP,2,NN,0,doldrum,doldrum,doldrum,0.5805131446175076,24.199394197802246,0,0,0,0,0,1,0,1,0,0,-1
dominant,3,8,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,domin,domin,domin,0.02413087178971901,19.394658146188217,0,0,0,1,0,1,0,0,0,0,-1
dominate,2,8,2.5649937350028022e-06,18.572613267270178,VB,1,VB,0,domin,domin,domin,0.01774949217283226,14.099697098901123,1,0,0,1,0,1,1,0,0,0,0
dominion,3,8,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,dominion,dominion,domin,0.10086635649930602,19.394658146188217,0,0,0,1,0,0,0,0,0,1,0
don,20,3,2.564993735002802e-05,15.250685172382816,NNP,4,NN,1,don,don,don,0.04219859776416669,50.49458623894591,0,0,0,0,0,0,1,0,0,1,1
donkey,6,6,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,donkey,donkey,donkey,0.053218647558970406,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
doom,3,4,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,doom,doom,doom,0.035488852479047366,19.394658146188217,0,0,0,1,0,1,0,0,0,0,-1
doomed,5,6,6.412484337507005e-06,17.250685172382816,VBD,3,VB,0,doom,doom,doom,0.032662575532545146,28.639602272815992,0,0,0,1,0,1,0,1,0,0,-1
doomsday,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,doomsday,doomsday,doomsday,0.017386281964256074,8.049848549450562,1,1,1,1,0,1,0,1,0,0,-1
doubt,142,5,0.00018211455518519896,12.422866147765497,NN,4,NN,0,doubt,doubt,doubt,0.016900074133542546,137.29577467418582,0,0,0,1,0,1,0,1,0,1,-1
doubtless,14,9,1.7954956145019616e-05,15.765258345212574,NN,6,NN,0,doubtless,doubtless,doubtless,0.03498952000398464,59.39491078350141,0,0,0,0,0,0,1,0,0,1,1
dove,7,4,8.977478072509808e-06,16.765258345212576,NN,3,NN,0,dove,dove,dov,0.03887305239893726,24.199394197802246,0,1,0,0,1,0,1,0,0,1,1
downfall,3,8,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,downfal,downfal,downfal,0.01810845274097018,19.394658146188217,0,0,0,1,0,1,0,1,0,0,-1
drab,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,drab,drab,drab,0.2744266550949055,8.049848549450562,0,0,0,0,0,1,0,1,0,0,-1
dread,8,5,1.0259974940011209e-05,16.572613267270178,NN,4,NN,0,dread,dread,dread,0.038025548588105765,40.39878839560449,0,1,0,1,0,1,0,0,0,0,-1
dreadful,30,8,3.847490602504203e-05,14.66572267166166,JJ,2,JJ,0,dread,dread,dread,0.02283786451940249,76.80815366010782,1,1,1,1,0,1,0,1,0,0,-1
dreadfully,7,10,8.977478072509808e-06,16.765258345212576,RB,2,RB,0,dread,dread,dread,0.026696288224880634,28.639602272815992,0,0,1,1,0,1,0,1,1,0,-1
dreary,17,6,2.180244674752382e-05,15.485150426019839,JJ,3,JJ,0,dreari,dreari,dre,0.02391698631078281,59.39491078350141,0,0,0,0,0,1,0,1,0,0,-1
drivel,3,6,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,drivel,drivel,drivel,0.20205580765736683,14.099697098901123,0,0,1,0,0,1,0,0,0,0,-1
drown,4,5,5.1299874700056045e-06,17.572613267270178,VB,2,VB,0,drown,drown,drown,0.042072376559272304,24.199394197802246,0,0,0,1,0,1,0,1,0,0,-1
drunken,15,7,1.9237453012521015e-05,15.66572267166166,JJ,3,JJ,0,drunken,drunken,drunk,0.03373141575612988,56.542314807023104,0,0,1,0,0,1,0,0,0,0,-1
dubious,1,7,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,dubiou,dubious,duby,0.07252115810315822,8.049848549450562,0,0,0,1,0,1,0,0,0,1,-1
dull,98,4,0.0001256846930151373,12.95790342315497,JJ,5,JJ,0,dull,dull,dul,0.018814339701042775,132.35999238607917,0,0,0,0,0,1,0,1,0,0,-1
dumps,1,5,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,dump,dump,dump,0.025077409811372468,8.049848549450562,1,0,0,0,0,1,0,1,0,0,-1
dupe,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,dupe,dupe,dup,0.01817121568724732,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
duplicity,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,duplic,duplic,dupl,0.03120096336996342,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
durability,2,10,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,durabl,durabl,dur,0.02446762477036645,8.049848549450562,0,0,0,0,0,0,1,0,0,1,1
durable,2,7,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,durabl,durabl,dur,0.01633810028007106,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
dwarfed,4,7,5.1299874700056045e-06,17.572613267270178,VBN,3,VB,0,dwarf,dwarf,dwarf,0.0404256624738155,24.199394197802246,0,0,0,1,0,1,0,1,0,0,-1
dying,23,5,2.9497427952532226e-05,15.049051311213166,VBG,5,VB,0,die,die,dying,0.022393620637504663,72.23649968413255,1,0,1,1,0,1,0,1,0,0,-1
dysentery,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,dysenteri,dysenteri,dysentery,0.10733131399267418,8.049848549450562,0,0,1,0,0,1,0,1,0,0,-1
eager,28,5,3.590991229003923e-05,14.765258345212574,JJ,7,JJ,0,eager,eager,eag,0.024365334596616738,88.96394827675151,0,1,0,0,1,0,1,0,1,1,1
eagerness,8,9,1.0259974940011209e-05,16.572613267270178,NN,1,NN,0,eager,eager,eag,0.02873336120762599,40.39878839560449,0,1,0,0,1,0,1,0,0,1,1
ecstasy,13,7,1.6672459277518214e-05,15.872173549129087,NN,1,NN,0,ecstasi,ecstasi,ecstasy,0.025434176383712388,56.542314807023104,0,1,0,0,1,0,1,0,0,0,1
ecstatic,6,8,7.694981205008407e-06,16.987650766549024,JJ,1,JJ,0,ecstat,ecstat,ecst,0.03252517591693681,28.639602272815992,0,1,0,0,1,0,1,0,1,0,1
educational,3,11,3.8474906025042036e-06,17.987650766549024,JJ,1,JJ,0,educ,educ,educ,0.37505175567088694,19.394658146188217,0,0,0,0,0,0,1,0,0,1,1
effective,2,9,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,effect,effect,effect,0.021955700234468335,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
efficient,4,9,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,effici,effici,efficy,0.048017994705938226,24.199394197802246,0,1,0,0,0,0,1,0,0,1,1
ejaculation,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,ejacul,ejacul,ejac,0.050311553434066014,8.049848549450562,0,1,0,0,1,0,1,0,1,1,1
elated,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elat,elat,el,0.0555161968927625,8.049848549450562,0,0,0,0,1,0,1,0,0,0,1
elder,30,5,3.847490602504203e-05,14.66572267166166,NN,2,NN,0,elder,elder,eld,0.032174733966360954,78.98917247789181,0,0,0,0,0,0,1,0,0,1,1
elders,4,6,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,elder,elder,eld,0.020126089505883175,24.199394197802246,0,0,0,0,0,0,1,0,0,1,1
electric,60,8,7.694981205008406e-05,13.66572267166166,JJ,2,JJ,0,electr,electr,elect,0.022046707430655746,118.31453033901145,0,0,0,0,1,0,1,0,1,0,1
elegance,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,eleg,eleg,eleg,0.03553569607069852,14.099697098901123,0,1,0,0,1,0,1,0,0,1,1
elegant,4,7,5.1299874700056045e-06,17.572613267270178,JJ,1,JJ,0,eleg,eleg,eleg,0.017170982667122855,24.199394197802246,0,0,0,0,1,0,1,0,0,0,1
elevation,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elev,elev,elev,0.02665512764718729,8.049848549450562,0,1,0,1,1,0,1,0,0,1,1
elf,1,3,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elf,elf,elf,0.016982802846942112,8.049848549450562,1,0,1,1,0,0,0,0,0,0,0
elite,2,5,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,elit,elit,elit,0.020023175961044387,14.099697098901123,0,1,0,0,1,0,1,0,0,1,1
elusive,4,7,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,elus,elus,elud,0.042225579290092324,24.199394197802246,0,0,0,0,0,1,0,0,1,0,-1
emaciated,1,9,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,emaci,emaci,em,0.042145803923824936,8.049848549450562,0,0,0,1,0,1,0,1,0,0,-1
emancipation,2,12,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,emancip,emancip,emancip,0.28834277369234945,14.099697098901123,0,1,0,0,1,0,1,0,0,0,1
embarrass,2,9,2.5649937350028022e-06,18.572613267270178,VB,2,VB,0,embarrass,embarrass,embarrass,0.013131645235275831,14.099697098901123,0,0,0,0,0,1,0,1,0,0,-1
embarrassment,16,13,2.0519949880022418e-05,15.572613267270178,NN,2,NN,0,embarrass,embarrass,embarrass,0.038398636326112956,56.542314807023104,0,0,0,1,0,1,0,1,1,0,-1
embrace,14,7,1.7954956145019616e-05,15.765258345212574,NN,3,NN,0,embrac,embrac,embrac,0.031638513200786235,53.57863258475287,0,1,0,0,1,0,1,0,1,1,1
emergency,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,emerg,emerg,emerg,0.017928393205903257,8.049848549450562,0,0,0,1,0,1,0,1,1,0,-1
eminence,6,8,7.694981205008407e-06,16.987650766549024,NN,3,NN,0,emin,emin,emin,0.023596977062397467,28.639602272815992,0,0,0,0,0,0,1,0,0,1,1
enchanted,14,9,1.7954956145019616e-05,15.765258345212574,JJ,4,JJ,0,enchant,enchant,ench,0.023928380472961353,59.39491078350141,0,0,0,0,1,0,1,0,0,1,1
enchanting,6,10,7.694981205008407e-06,16.987650766549024,VBG,3,VB,0,enchant,enchant,ench,0.026024839353577668,28.639602272815992,0,1,0,0,1,0,1,0,0,0,1
encourage,6,9,7.694981205008407e-06,16.987650766549024,VB,2,VB,0,encourag,encourag,enco,0.0430794746137412,32.789316292376434,0,0,0,0,1,0,1,0,0,1,1
encumbrance,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,encumbr,encumbr,encumbr,0.01817121568724732,8.049848549450562,1,0,0,1,0,1,0,1,0,0,-1
encyclopedia,2,12,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,encyclopedia,encyclopedia,encycloped,0.07028866857339101,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
endangered,1,10,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,endang,endang,endang,0.1059190598611916,8.049848549450562,0,0,0,1,0,1,0,0,0,0,-1
endeavor,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,endeavor,endeavor,endeav,0.04756644972995762,14.099697098901123,0,1,0,0,0,0,1,0,0,0,1
endless,13,7,1.6672459277518214e-05,15.872173549129087,NN,3,NN,0,endless,endless,endless,0.04660712256077034,43.919311932074244,1,0,0,1,1,1,1,1,0,1,0
endow,1,5,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,endow,endow,endow,0.016982802846942112,8.049848549450562,0,0,0,0,0,0,1,0,0,1,1
endowment,2,9,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,endow,endow,endow,0.024807979934852106,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
enemy,6,5,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,enemi,enemi,enemy,0.047129107448025044,19.394658146188217,1,0,1,1,0,1,0,0,0,0,-1
enforce,1,7,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,enforc,enforc,enforc,0.0555161968927625,8.049848549450562,1,0,0,1,0,1,1,0,0,0,0
engaged,116,7,0.00014876963663016253,12.714632272142607,VBN,10,VB,0,engag,engag,eng,0.025690953076522412,123.92789655350303,0,1,0,0,1,0,1,0,0,1,1
engaging,6,8,7.694981205008407e-06,16.987650766549024,VBG,3,VB,0,engag,engag,eng,0.023537257141014095,32.789316292376434,0,0,0,0,1,0,1,0,0,1,1
enjoy,43,5,5.514736530256025e-05,14.14634851256808,VB,3,VB,0,enjoy,enjoy,enjoy,0.02179099027990945,99.17999619303959,0,1,0,0,1,0,1,0,0,1,1
enjoying,34,8,4.360489349504764e-05,14.485150426019839,VBG,1,VB,0,enjoy,enjoy,enjoy,0.0317003655013886,88.96394827675151,0,1,0,0,1,0,1,0,0,1,1
enlighten,8,9,1.0259974940011209e-05,16.572613267270178,VB,1,VB,0,enlighten,enlighten,enlight,0.045808757340100266,36.6974553917507,0,0,0,0,1,0,1,0,0,1,1
enlightenment,3,13,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,enlighten,enlighten,enlight,0.06840380739453866,19.394658146188217,0,0,0,0,1,0,1,0,0,1,1
enliven,1,7,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,enliven,enliven,enl,0.01817121568724732,8.049848549450562,0,0,0,0,1,0,1,0,1,1,1
enmity,2,6,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,enmiti,enmiti,enm,0.05273663125145164,14.099697098901123,1,0,0,1,0,1,0,1,0,0,-1
enroll,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,enrol,enrol,enrol,0.017730943941521065,8.049848549450562,0,1,0,0,0,0,0,0,0,1,0
ensemble,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,ensembl,ensembl,ensembl,0.11008772509652529,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
entangled,12,9,1.5389962410016814e-05,15.987650766549022,VBN,3,VB,0,entangl,entangl,entangl,0.02592574114740267,43.919311932074244,1,0,1,1,0,1,0,1,0,0,-1
entertain,8,9,1.0259974940011209e-05,16.572613267270178,VB,2,VB,0,entertain,entertain,entertain,0.027172218762475938,40.39878839560449,0,0,0,0,1,0,1,0,0,0,1
entertained,4,11,5.1299874700056045e-06,17.572613267270178,VBN,3,VB,0,entertain,entertain,entertain,0.07683825676362631,24.199394197802246,0,0,0,0,1,0,1,0,0,0,1
entertaining,8,12,1.0259974940011209e-05,16.572613267270178,VBG,2,VB,0,entertain,entertain,entertain,0.0456586019416336,32.789316292376434,0,1,0,0,1,0,1,0,0,0,1
entertainment,7,13,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,entertain,entertain,entertain,0.03685164770405501,28.639602272815992,0,1,0,0,1,0,1,0,1,1,1
enthusiasm,35,10,4.488739036254904e-05,14.443330250325213,NN,3,NN,0,enthusiasm,enthusiasm,enthusiasm,0.03236539380833543,85.14980899189591,0,1,0,0,1,0,1,0,1,0,1
enthusiast,2,10,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,enthusiast,enthusiast,enthusiast,0.046396821610666064,8.049848549450562,0,1,0,0,1,0,1,0,1,0,1
entrails,3,8,3.8474906025042036e-06,17.987650766549024,NNS,2,NN,0,entrail,entrail,entrail,0.15629712231383652,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
epidemic,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,epidem,epidem,epidem,0.01677051781135534,8.049848549450562,1,1,1,1,0,1,0,1,1,0,-1
equality,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,equal,equal,eq,0.03425467467851303,8.049848549450562,0,0,0,0,1,0,1,0,0,1,1
errand,5,6,6.412484337507005e-06,17.250685172382816,NN,1,NN,0,errand,errand,errand,0.016381404509911598,28.639602272815992,0,1,0,0,0,0,1,0,0,1,1
erratic,5,7,6.412484337507005e-06,17.250685172382816,JJ,1,JJ,0,errat,errat,er,0.019831388598423955,28.639602272815992,0,0,0,0,0,1,0,0,1,0,-1
error,3,5,3.8474906025042036e-06,17.987650766549024,VBZ,3,VB,0,error,error,er,0.0765966701314743,19.394658146188217,0,0,0,0,0,1,0,1,0,0,-1
escape,31,6,3.975740289254344e-05,14.618416956883303,VB,4,VB,0,escap,escap,escap,0.021573089192837666,87.0846296140462,0,1,0,1,0,1,1,0,0,0,0
established,13,11,1.6672459277518214e-05,15.872173549129087,VBN,4,VB,0,establish,establish,est,0.019781386123626236,53.57863258475287,0,0,0,0,1,0,1,0,0,0,1
esteem,2,6,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,esteem,esteem,esteem,0.028999682789035232,14.099697098901123,0,0,0,0,1,0,1,1,0,1,1
evasion,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,evas,evas,evas,0.06288944179258252,8.049848549450562,0,0,0,1,0,1,0,1,0,0,-1
evident,21,7,2.6932434217529424e-05,15.180295844491418,JJ,2,JJ,0,evid,evid,evid,0.020282400426826396,67.36055703940377,0,0,0,0,0,0,1,0,0,1,1
evil,36,4,4.616988723005044e-05,14.402688265827866,NN,5,NN,0,evil,evil,evil,0.06590416660693592,62.14436930763064,1,0,1,1,0,1,0,1,0,0,-1
exaggerate,7,10,8.977478072509808e-06,16.765258345212576,VBP,2,VB,0,exagger,exagger,exag,0.018962971349038956,36.6974553917507,1,0,0,0,0,1,0,0,0,0,-1
exalt,1,5,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,exalt,exalt,exalt,0.01817121568724732,8.049848549450562,0,1,0,0,1,0,1,0,0,1,1
exaltation,21,10,2.6932434217529424e-05,15.180295844491418,NN,1,NN,0,exalt,exalt,exalt,0.021506409038707954,62.14436930763064,0,0,0,0,1,0,1,0,0,1,1
exalted,16,7,2.0519949880022418e-05,15.572613267270178,VBN,5,VB,0,exalt,exalt,exalt,0.02528865916121979,59.39491078350141,0,0,0,0,1,0,1,0,0,1,1
examination,16,11,2.0519949880022418e-05,15.572613267270178,NN,2,NN,0,examin,examin,examin,0.026934599060282026,62.14436930763064,0,0,0,1,0,1,0,0,1,0,-1
exasperation,2,12,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,exasper,exasper,exasp,0.11908527955152975,14.099697098901123,1,0,1,0,0,1,0,0,0,0,-1
excel,1,5,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,excel,excel,excel,0.01677051781135534,8.049848549450562,0,1,0,0,1,0,1,0,1,1,1
excellence,4,10,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,excel,excel,excel,0.02335690747046014,24.199394197802246,0,0,1,0,1,0,1,0,0,1,1
excellent,21,9,2.6932434217529424e-05,15.180295844491418,JJ,5,JJ,0,excel,excel,excel,0.01938092486436922,74.55840909126398,0,0,0,0,1,0,1,0,0,1,1
exchange,16,8,2.0519949880022418e-05,15.572613267270178,NN,4,NN,0,exchang,exchang,exchang,0.04653389739237223,64.79757679120898,0,0,0,0,0,0,1,0,0,1,1
excite,4,6,5.1299874700056045e-06,17.572613267270178,VB,3,VB,0,excit,excit,excit,0.03292740820752864,24.199394197802246,1,1,0,1,1,0,1,0,1,0,1
excited,45,7,5.771235903756305e-05,14.080760170940504,JJ,6,JJ,0,excit,excit,excit,0.017598865823476775,109.11681818252796,0,1,0,0,1,0,1,0,1,1,1
excitement,67,10,8.592729012259387e-05,13.506524076812406,NN,3,NN,0,excit,excit,excit,0.024830013588172495,121.24858358143236,0,1,0,0,1,0,1,0,1,0,1
exciting,20,8,2.564993735002802e-05,15.250685172382816,JJ,5,JJ,0,excit,excit,excit,0.021416737550089944,72.23649968413255,0,1,0,0,1,0,1,0,1,0,1
excluded,3,8,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,exclud,exclud,exclud,0.02492809188164057,14.099697098901123,0,0,1,0,0,1,0,1,0,0,-1
excluding,1,9,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,exclud,exclud,exclud,0.03870119494928155,8.049848549450562,0,0,0,0,0,1,0,1,0,0,-1
excruciating,1,12,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,excruci,excruci,excrucy,0.02118381197223832,8.049848549450562,0,0,0,1,0,1,0,0,0,0,-1
exhausted,20,9,2.564993735002802e-05,15.250685172382816,VBN,6,VB,0,exhaust,exhaust,exhaust,0.022333041194536593,64.79757679120898,0,0,0,0,0,1,0,1,0,0,-1
exhaustion,2,10,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,exhaust,exhaust,exhaust,0.05322922971700124,14.099697098901123,0,1,0,0,0,1,0,1,0,0,-1
exhilaration,6,12,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,exhilar,exhilar,exhil,0.016016986213555958,28.639602272815992,0,0,0,0,1,0,1,0,1,0,1
exile,2,5,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,exil,exil,exil,0.02712122133725654,14.099697098901123,1,0,0,1,0,1,0,1,0,0,-1
expect,75,6,9.618726506260509e-05,13.343794576774298,VB,4,VB,0,expect,expect,expect,0.016302913341662558,126.36663651129172,0,1,0,0,0,0,1,0,1,1,1
expectation,6,11,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,expect,expect,expect,0.04180555542144902,28.639602272815992,0,1,0,0,0,0,1,0,0,0,1
expedient,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,expedi,expedi,expedy,0.050311553434066014,8.049848549450562,0,0,0,0,1,0,1,0,0,1,1
expedition,26,10,3.334491855503643e-05,14.872173549129087,NN,2,NN,0,expedit,expedit,expedit,0.03309937143538592,59.39491078350141,0,1,0,0,0,0,1,0,0,0,1
